text,label
راح زودكن بعنوان منزلي,X X X X
قد ايه بعد شي وقت تيوصل الاوردر,X X X X X X X
اعرضلي الوجبات العائلية في بيتزا هت,X X X X X X
شحو رقم موبايلي,X X X
ورينى الشيك اسا,X X X
ابا شي من فضلك,X X X X
سوف اقوم بتبديل رقم الهاتف,X X X X X
هلأ فيني شوف الطلبات السابقة,X X X X X
ممكن استرجع الاوردرات القديمة,X X X X
داير ع خاطرى اراجع الاشياء اللى طلبتها منكم,X X X X X X X X
هاطلب 2 بيتزا خضروات صغيرة مع ماشروم,X itemnumber ItemName ItemName ItemSize Include Topping_Include
محتاج مساعدة,X X
الاوردر ما اجا,X X X
اشنوا احوالك,X X
راويني الطلبات اللي حطيتها,X X X X
فيني اعطيك محل اقامتي,X X X X
ما وصل الطلب الا الحين متى يوصل,X X X X X X X
ارغب بالقاء نظره على اللى طلبته منكم,X X X X X X X
بدى اتطلع على قوائم الفطار فى سانتوس,X X X X X X X
ممكن اراجع على الحاجات الي طلبتها,X X X X X X
عايز منيو الأطباق الرئيسية في ستيك اوت,X X X X X X X
بدي الغي عنواني بليز,X X X X
اذا فيك تبعتلي الاوردر المفضل تبعي,X X X X X X
ممكن اقفل عملية الشراء,X X X X
ايه الي بعد كدا,X X X X
وش بدي سوي حتى ضيف العنوان,X X X X X X
بدياك تخبرنى وينه الطلب رقم 9855 الان,X X X X X OrderNumber X
فين الأوردر دلوقتي,X X X
فينا ننتقل لابعد هيك,X X X X
دلتلي الرقم ده 0564564545,X X X phone
عايز اضيف 3 وجبات فريد تشيكن تيندر مع الاوردر,X X itemnumber itemnumber ItemName ItemName ItemName X X
ابغى اشوف منيو المشاوي في روستو,X X X X X X
وين الاوردر الحين,X X X
عايز اكل 1 باستا فيتوتشيني,X X itemnumber ItemName ItemName
ابي شوف قائمة الطعام,X X X X
عايزه شامي,X X
بدى منك تراجعلى الاشيا اللى انا طلبتها,X X X X X X X
ممكن احدث رقم موبايلي,X X X X
ممكن اسألك على حاجة,X X X X
ضيفلي العنوان هادا,X X X
اقدر اذهب الى الخطوة التالية,X X X X X
عدل لي العنوان المسجل,X X X X
سجللي العنوان ده,X X X
عايز اشيك على الأوردر كدا,X X X X X
احذفلي الوجبة العائلية من فضلك,X ItemName ItemName X X
خذني لقائمة تغيير البيانات لو سمحت,X X X X X X
اريد ان اطلع على قائمتي المفضلة,X X X X X X
بدياك تخبرني هلأ كيف بسوي اوردر,X X X X X X
هاتلي الفاتورة بعد اذنك,X X X X
2 جراند تشيكن و زودلي مايونيز,itemnumber PredefinedMealName PredefinedMealName X Include Topping_Include
ممكن استرجع الطلبات السابقة,X X X X
صرت بدي الغي وجبة التشيكن تندر,X X X ItemName ItemName ItemName
عايزة اسجل عنوان البيت,X X X X
شو الحين,X X
ابي كفتة داوود باشا,X ItemName ItemName ItemName
عايزة احذف وجبة الدويتو لو سمحت,X X ItemName ItemName X X
4 وجبات مشكل,itemnumber PredefinedMealName PredefinedMealName
وجبة فراخ مكسيكية كبيرة عليها ليمون,PredefinedMealName PredefinedMealName PredefinedMealName ItemSize Include Topping_Include
من فضلك محتاج 3 ميكس جريل,X X X itemnumber ItemName ItemName
فيك تفرجيني المنيو مرة اخرة اذا بتريد,X X X X X X X
عايز المشاوي في روستو,X X X X
شو موجود بالبيتزا,X X MenuName
هاطلب وجبة الميجا ماك,X ItemName ItemName ItemName
نصف سوا,X X
حابب شوف منيو وجبات الاطفال بماكدونالدز,X X X X X X
هاضيف رقم موبايلي الجديد,X X X X
هاتلي المنيو,X X
عايز بيتزا خضروات صغيرة,X ItemName ItemName ItemSize
بدي اطلع على القائمة المفضلة تبعي,X X X X X X
وش الحل,X X
خلني اشوف الكارت تبعي,X X X X
راويني الكارت حقي,X X X
ارغب فى معرفه الاشياء اللى طلبتها منكم,X X X X X X X
ايه المرحلة التالية,X X X
عبالي تابع الاوردر,X X X
الف شكر,X X
هختار حجم كومبو,X X ItemSize
العنوان لا الي بدي عدله,X X X X X
عايزة ساندوتش هوت دوج عليها مايونيز,X ItemName ItemName ItemName Include Topping_Include
إمتى هيوصل الاوردر,X X X
بدي شوف قائمة السلطات,X X X MenuName
عايزة اعدل رقم التليفون,X X X X
فيك تغير لي عنوان البيت تبعي,X X X X X X
ممكن اعمل تحديث في عنوان البيت,X X X X X X
بدي ضيف عنوان منزلي,X X X X
كيف بغير اللغة,X X X
بغيت دنجال و القرعا,X ItemName X itemnumber
عندي عنوان اخر,X X X
عايزة اعرف بطلب اوردر ازاي,X X X X X
الثالث,X
راح فرجيكن العنوان تبعي,X X X X
فيني استفسر بشي,X X X
هاطلب تشكيلة مقبلات,X X ItemName
شو عندكوا من مقبلات,X X X MenuName
اقدر اخد الفاتورة,X X X
كم وقت بياخد تايخلص,X X X X
هيدا رقمي الجديد 01003267979,X X X phone
حابب اطلب 4 كبده اسكندرانى كبير عليهم طحينه ومن غير فلفل لو سمحت,X X itemnumber ItemName ItemName ItemSize Include Topping_Include Exclude Exclude Topping_Exclude X X
عندكوا ايه مشروبات,X X MenuName
ابي احاسب,X X
ماني عايز بصل,Exclude Exclude Topping_Exclude
سلامي,X
عايز اشوف انواع السلطات,X X X MenuName
راح بدل رقم سليلاري اذا بتريد,X X X X X X
عايزة اتابع معاك الأوردر,X X X X
عايزة سلطة جمبري بالذرة الحلوة,X ItemName ItemName ItemName X
عاوز ابدل رقمي القديم بواحد جديد,X X X X X X
بغيت اتحدث مع بنادم,X X X X
عايز اروح للخطوة التانية,X X X X
كان بدي اضيف عنواني,X X X X
صارلي زمان ناطره الاوردر,X X X X
عايز احدد عنوان بيتي,X X X X
سوف اقوم بتغيير رقم الهاتف,X X X X X
هاطلب 2 ساندوتش هامبرجر,X itemnumber ItemName ItemName
ممكن استعمل رقم تاني,X X X X
عايزة اراجع الطلبات,X X X
راح خبرك شو هي مشكلتي,X X X X X
انا عايزة اضيف الوجبة العائلية,X X X ItemName ItemName
فيني حدث البيانات تبعي اذا بتريد,X X X X X X
ممكن ارجع للقائمة الرئيسية,X X X X
فيني اعطيك عنواني الجديد,X X X X
بدي وجبة أطفال تشيكن ناجت,X X X ItemName ItemName
عايزة حجم صغير,X X ItemSize
علاش اتأخر الاوردر,X X X
بيبسي,ItemName
ممكن توريتي قائمة المقبلات,X X X MenuName
عايز اتكلم بلغة اخرى,X X X X
عايز اشوف الاوردرات المسجلة,X X X X
عايزة ستيك عليه ماشروم صوص,X ItemName Include Topping_Include Topping_Include
بلكى تعرفى الطريقه اللى بقدر فيها اتواصل مع شخص,X X X X X X X X X
بدي خبركن بمحل الاقامة,X X X X
ممكن توريني كل الاوردر,X X X X
ابي شوف القائمة المفضلة حجي,X X X X X
0374034863 هذا هو الرقم اللى عايز احطه كرقم رئيسى,phone X X X X X X X X
تشيف حالك,X X
فاضل قديش وقت تايوصل الاوردر,X X X X X
خليني احذف وجبة الدويتو,X X ItemName ItemName
لو في مجال تعدلي رقمي,X X X X X
عايز ساندوتش بيف برجر,X ItemName ItemName ItemName
عايز 3 اطباق سلطة كبار مع طبق بطاطس محمرة,X itemnumber ItemName ItemName ItemSize Include Topping_Include Topping_Include Topping_Include
عندي مشكله ان اذا الرسائل التأكيد للجوال ماتوصل ايش السبب,X X X X X X X X X X
الحين لو بغيت اعدل رقم جوالي شسوي,X X X X X X X
متوسط,ItemSize
فيك تسويلي تعديل لارقامي المسجلة عندكون,X X X X X X
الاوردر فاضل عليه اد ايه,X X X X X
عايزة منيو فطار ماكدونالدز,X X X X
اوردر رقم 2512 هيوصل في قد ايه,X X OrderNumber X X X X
عايز اراجع عالأوردر من فضلك,X X X X X
عايز اتواصل مع خدمة العملاء,X X X X X
فيك تعدل لي عنوان البيت,X X X X X
بدي الحساب الحين,X X X
ابي الاختيار الثالث,Include X X
بغيت استفسر عن اشيا,X X X X
اقدر اشوف الي طلبته قبل كدا,X X X X X X
من فضلك,X X
عدلى رقم الهاتف الخلوى حقى للرقم 012554576,X X X X X X phone
عايز احدث عنواني,X X X
عطني قائمه الشاورما,X X ItemName
شو يلي بعد هادي المرحلة ظ,X X X X X X
وجبة بيج ماك لارج معاها 2 بيبسي كان,PredefinedMealName PredefinedMealName PredefinedMealName ItemSize Include itemnumber ItemName X
هزود وجبة الجراند تشيكن,X ItemName ItemName ItemName
عايز اعمل update للرقم لو سمحت,X X X X X X
من فضلك تابعلي الطلبات,X X X X
فيني اعطيك العنوان الجديد,X X X X
من فضلك تغير رقم موبايلي الى 01552687474,X X X X X X phone
بدي امسح الوجبة العائلية,X X ItemName ItemName
وينو الحساب,X X
كنت عايز قائمة تعديل البيانات من فضلك,X X X X X X X
حبيبي في مجال عدل الرقم,X X X X X
ابغى راجع الاوردر حجي,X X X X
انتهت الخطوة الحالية,X X X
ابعتلي الفاتورة على الرقم ده 01002378995,X X X X X phone
بلكي اتحدث مع ممثل خدمة عملاء,X X X X X X
بدي غير رقم هاتفي,X X X X
عايزة اغير بياناتي المسجلة,X X X X
عايز ابدل عنواني,X X X
محتاجة اشوف الاوردر مرة تانية,X X X X X
عايز اسجل عنوان سكني,X X X X
احتاج الى تبديل رقم الهاتف,X X X X X
فيك تخلينى اذا سمحت اتتبع الاوردر,X X X X X X
ابغى 3 ساندوتش هامبرجر كبير,X itemnumber ItemName ItemName ItemSize
فيك تفرجيني الباستا يلي موجودة بليز,X X MenuName X X X
شنو بعد,X X
هاخد 2 كوردن بلو,X itemnumber PredefinedMealName PredefinedMealName
ابغي غير بيانات حجي,X X X X
بيانات العنوان,X X
ابغا اشوف اشيائى المفضله,X X X X
عاوز خدمة عملاء,X X X
عايز اعرف ايه الأكل الي موجود,X X X X X X
اهو 2 بيتزا,X itemnumber ItemName
ابغى بدل رقم جوالي,X X X X
اقدر احاسب دلوقتي,X X X
هل بامكاني تغيير اللغة الى عربية,X X X X X Language
هادخل عنواني الحين,X X X
اتمنى منك اذا سمحت معرفه السبب فى تاخر الاوردر بتاعى,X X X X X X X X X X
سجللي عنوان بيتي,X X X
الطلبات هتوصل امتى,X X X
من فضلك احذف وجبة البيج ماك,X X X ItemName ItemName ItemName
كنت عايز اسجل عنوان البيت,X X X X X
ممكن اسألك سؤال,X X X
ابغى اتواصل مع ممثل خدمة عملا,X X X X X X
عايز اعرف ايه امشكله,X X X X
عايزة اغير رقم موبايلي,X X X X
